steps,loss,lr,ADE,FDE
5150,0.11136817226807276,0.00016,0.5756883464654287,0.806443548788627
5200,0.11031804336110751,0.00016,0.5724971135854721,0.8003617117007573
5250,0.1096436685808003,0.00016,0.5701867418885231,0.7966583300332228
5300,0.10909433257083098,0.00016,0.5683623605767886,0.7940430156687895
5350,0.10838996694485346,0.00016,0.5661503633956114,0.7902272066076597
5400,0.10774533612653613,0.00016,0.5640471191604932,0.7871015792489052
5450,0.10715624988699952,0.00016,0.5619630354642868,0.7834868828654289
5500,0.10635281155879299,0.00016,0.5592501371204853,0.7784948229193688
5550,0.10571235056842367,0.00016,0.5573172057370345,0.7753174186944961
5600,0.10527746117735902,0.00016,0.5556892141103744,0.7729131401181221
5650,0.10500800465916593,0.00016,0.5545267307758331,0.771050126661857
5700,0.1045421841442585,0.00016,0.5528054563701152,0.7681013690928619
5750,0.104103503699104,0.00016,0.5514278151293596,0.7659141308764617
5800,0.10384880312035481,0.00016,0.5504799571832021,0.7646489065984885
5850,0.10347400616606077,0.00016,0.5491109985311826,0.762636462499698
5900,0.10295366499572993,0.00016,0.5473613272507986,0.7595379066963991
5950,0.10256919349730015,0.00016,0.5460791916847229,0.7574734276632468
6000,0.10211988127728304,0.00016,0.5444750941197077,0.7548179209132989
6050,0.10168874416872858,0.00016,0.5430370006958644,0.7526768821577231
6100,0.10138593337188165,0.00016,0.5417716568410397,0.7510967053075631
6150,0.10126180091500282,0.00016,0.5411520445446173,0.7508211764991284
6200,0.10107287658502659,0.00016,0.5403288756012916,0.7498758609394233
6250,0.10100441043078899,0.00016,0.5401375691095988,0.750174368818601
6300,0.10092678394416968,0.00016,0.5397030558586121,0.7502255348960558
6350,0.10073490031808614,0.00016,0.5388758767147859,0.7489212884108225
6400,0.10072166217118501,0.00016,0.5385820090770721,0.7488404346903165
6450,0.1005116554585596,0.00016,0.5376495806177457,0.748016164223353
6500,0.10049197465057175,0.00016,0.5374228771130244,0.7486088119645914
6550,0.10054489433641235,0.00016,0.5375947401622931,0.7491077928046386
6600,0.10056147167707483,0.00016,0.5375919967691104,0.7500329462488492
6650,0.10055852797503273,0.00016,0.5373578136066596,0.7502515694399675
6700,0.10045718719189366,0.00016,0.5368355288207531,0.7495903306305408
6750,0.10042852895334363,0.00016,0.5366149493555228,0.749772421101729
6800,0.1003011621038119,0.00016,0.5359371765951315,0.7490295237104098
6850,0.10030441528807084,0.00016,0.5359380619724592,0.7495833744704723
6900,0.10014269812280933,0.00016,0.5350620154241721,0.7483855597178142
6950,0.0999702876744171,0.00016,0.5342608322103818,0.7469236856798331
7000,0.09984622776756684,0.00016,0.5335769010186195,0.7460510001182556
7050,0.09970346429447333,0.00016,0.5329211475849152,0.745187783151865
7100,0.09940607609724005,0.00016,0.5314716034730276,0.7425297000904878
7150,0.09926382859796286,0.00016,0.5309942367076874,0.7420815701782704
7200,0.0993293467797339,0.00016,0.5307550287544728,0.7418805633882681
7250,0.0993849624544382,0.00016,0.5307852725485961,0.7421360805332661
7300,0.09953772501771649,0.00016,0.5309457188546658,0.742782481054465
7350,0.0994843121295174,0.00016,0.530628758341074,0.742900719900926
7400,0.09945932447165251,0.00016,0.5301853262384733,0.7426882759332657
7450,0.09916614722584685,0.00016,0.5288458260496457,0.7404997486869495
7500,0.09900627784927686,0.00016,0.528159782419602,0.7397325983146826
7550,0.0989138913936913,0.00016,0.5277615840335687,0.7395159090658029
7600,0.09857988864307603,0.00016,0.5268853876789411,0.738573387414217
7650,0.09846128575876355,0.00016,0.5264043157498042,0.7380453925728798
7700,0.09839292364070813,0.00016,0.5261613843739033,0.7382443532049656
7750,0.09813472906500101,0.00016,0.5252616106172403,0.7369857755502065
7800,0.09787157660971085,0.00016,0.5243542737960816,0.7357423688570658
7850,0.09772744317601124,0.00016,0.5237612173060576,0.7350507555703322
7900,0.09745025550449887,0.00016,0.5227752657731374,0.7334337432384491
7950,0.09738761645679672,0.00016,0.5223347138961156,0.7331380310356617
8000,0.09727314700807134,0.00016,0.5218252993424733,0.7326583830515544
8050,0.09717490287745992,0.00016,0.5215470337172349,0.7325680932799975
8100,0.09703002579261859,0.00016,0.5210793004333973,0.7321383677224318
8150,0.09690974032506347,0.00016,0.5206757746736208,0.7315483725269636
8200,0.09678924931709965,0.00016,0.5200553886691729,0.7310689719617367
8250,0.09674593398099145,0.00016,0.519851920525233,0.7311170793175698
8300,0.09661388089631995,0.00016,0.5195585185289383,0.7309644259810447
8350,0.09659316307802995,0.00016,0.5193494723439217,0.731213648935159
8400,0.09646502248073617,0.00016,0.5188772334655126,0.730890815347433
8450,0.09643883386502664,0.00016,0.5189012561837832,0.731523689121008
8500,0.0962777037769556,0.00016,0.5183538725475471,0.7305320331056913
8550,0.09609010140473644,0.00016,0.517710557003816,0.7297561259468397
8600,0.09573205233116945,0.00016,0.5165972436368466,0.7280904835263888
8650,0.09559669445579251,0.00016,0.5162681121329467,0.7278883453210195
8700,0.09536922889699538,0.00016,0.5154062843223413,0.7266050796707472
8750,0.09522512840355436,0.00016,0.5147767017285029,0.7257749143540859
8800,0.09503215291847786,0.00016,0.5140542942583561,0.7244560515979925
8850,0.09474499782919883,0.00016,0.5130493597090244,0.7231692146162192
8900,0.09457877198358376,0.00016,0.5124577611486117,0.7223447256187598
8950,0.09438084397589167,0.00016,0.5120077913502852,0.7218691961566607
9000,0.09438469271982709,0.00016,0.5118544345200062,0.7217405252158642
9050,0.09444272263844808,0.00016,0.5119719123244285,0.7221208286980788
9100,0.09439313991367818,0.00016,0.5117840883831183,0.7214124085406463
9150,0.09415604326998193,0.00016,0.5110257639288902,0.7200975982745489
9200,0.09394193667173385,0.00016,0.5100389927426974,0.7181833471953869
9250,0.09369993478432298,0.00016,0.5089427598516146,0.7161858668625355
9300,0.0935058762319386,0.00016,0.5083758539756139,0.7151605848670006
9350,0.0933179768162469,0.00016,0.5077632953325908,0.7146201342443625
9400,0.0930474607385695,0.00016,0.5069397961397966,0.7132010896205903
9450,0.09297263513008754,0.00016,0.5067350185414156,0.7127124457259972
9500,0.09280234868824482,0.00016,0.5061173795163632,0.7112319006323814
9550,0.09251161562403043,0.00016,0.504992628455162,0.7091229036549727
9600,0.09235831293215355,0.00016,0.5044105450809002,0.7077744865914186
9650,0.09219516247883439,0.00016,0.5039439191520214,0.7068275557557742
9700,0.0920521679756542,0.00016,0.5036025421222051,0.706531095256408
9750,0.09182985735312105,0.00016,0.5028049063583215,0.7050172048012415
9800,0.09159086623787879,0.00016,0.502057911247015,0.7037920750280221
9850,0.09142946870500843,0.00016,0.5013610023359457,0.702973273853461
9900,0.09123811487977704,0.00016,0.5009285887678464,0.7023562398552895
9950,0.09090875696266691,0.00016,0.49997231175502144,0.7009117281536261
10000,0.09077323819200198,0.00012800000000000002,0.4994530742863814,0.6999263286689917
10050,0.09060321035111944,0.00012800000000000002,0.4987350467642148,0.698823204100132
10100,0.09039479231834412,0.00012800000000000002,0.4982224767009417,0.6979690039058526
10150,0.09015494589631756,0.00012800000000000002,0.4975631274779638,0.6969222315947214
10200,0.08994570263351004,0.00012800000000000002,0.4968425508538882,0.6959061982830366
10250,0.08955284864703814,0.00012800000000000002,0.4954424379368623,0.6934161503414313
10300,0.08924185960491499,0.00012800000000000002,0.4943550918201606,0.6912935575544834
10350,0.08909196645021439,0.00012800000000000002,0.4937975033124288,0.690003991385301
10400,0.08895418709143996,0.00012800000000000002,0.49317475627859436,0.6889659252961476
10450,0.08878160612160961,0.00012800000000000002,0.4927476913829644,0.6887578973770142
10500,0.08844740266352892,0.00012800000000000002,0.49160904476046563,0.6866007050077121
10550,0.08821428168813387,0.00012800000000000002,0.49073584191997843,0.6853757431109746
10600,0.08818846715365847,0.00012800000000000002,0.4901754837532838,0.6839855363269647
10650,0.08797183368727565,0.00012800000000000002,0.4893281790912151,0.6825374344388644
10700,0.08782809149598082,0.00012800000000000002,0.4886512994368871,0.6813940100967885
10750,0.08772681899989644,0.00012800000000000002,0.48800833815336225,0.6804289910892646
10800,0.08750328214590748,0.00012800000000000002,0.48725817292928697,0.67938605594635
10850,0.08742975040649374,0.00012800000000000002,0.48672062559922535,0.6786746281584104
10900,0.0872736273345848,0.00012800000000000002,0.48611920889218646,0.6778719419240952
10950,0.08700463118900856,0.00012800000000000002,0.485126566896836,0.6759819276134174
11000,0.08688731579110026,0.00012800000000000002,0.48459168273210523,0.6749807804922263
11050,0.086782972017924,0.00012800000000000002,0.48401914491256076,0.6738667293588321
11100,0.08670916621138652,0.00012800000000000002,0.48368424835801127,0.6738836408952872
11150,0.0866286645643413,0.00012800000000000002,0.48320445827643077,0.6734850357969602
11200,0.08661027810101708,0.00012800000000000002,0.4829941857655843,0.6734476013481617
11250,0.08649696120247245,0.00012800000000000002,0.4824855098426342,0.6722503336866696
11300,0.08643504686901966,0.00012800000000000002,0.48191462163130444,0.6709448796411356
11350,0.08636838884775837,0.00012800000000000002,0.4815653552611669,0.6701675125360489
11400,0.08619500292340915,0.00012800000000000002,0.4806802116036415,0.6681456988751888
11450,0.08593564141914248,0.00012800000000000002,0.47975408868988356,0.6664736307164033
11500,0.08581026797244946,0.00012800000000000002,0.4792326810657978,0.6658801924685637
11550,0.08564701792101065,0.00012800000000000002,0.4784174256225427,0.6644074252446492
11600,0.08567764373620351,0.00012800000000000002,0.4782792948087056,0.664403448065122
11650,0.08546247858305772,0.00012800000000000002,0.4773791956404845,0.6630324729283651
11700,0.0854600518035392,0.00012800000000000002,0.4774280499815941,0.6635112333695093
11750,0.08535977624853452,0.00012800000000000002,0.47696849358081816,0.6623373835285504
11800,0.08534126142288248,0.00012800000000000002,0.4767123107810815,0.6620564606189728
11850,0.08537234480554859,0.00012800000000000002,0.4767996297478676,0.662200712720553
11900,0.08536960420509179,0.00012800000000000002,0.4767870866060257,0.6626919669210911
11950,0.08533607097839316,0.00012800000000000002,0.4763785933852196,0.6620468667447567
12000,0.08525738401462635,0.00012800000000000002,0.4759335432151953,0.6616205586194992
12050,0.0850311891771853,0.00012800000000000002,0.47500137346982957,0.6599627179205417
12100,0.08487500669186314,0.00012800000000000002,0.47432995537916817,0.6594117846488953
12150,0.08480832571412127,0.00012800000000000002,0.4738531068265438,0.6588118946055571
12200,0.08489977074041963,0.00012800000000000002,0.474144143730402,0.6602825302879015
12250,0.08491895426685611,0.00012800000000000002,0.47436668969194096,0.6612982122898102
12300,0.08496704732378324,0.00012800000000000002,0.47432951789100963,0.6619088016351065
12350,0.08504835653677582,0.00012800000000000002,0.4745141654610634,0.6621560359497866
12400,0.08492803144703309,0.00012800000000000002,0.4739978461563587,0.661610346664985
12450,0.08490103271479409,0.00012800000000000002,0.47373321306705474,0.6615378126502037
12500,0.08496090196321408,0.00012800000000000002,0.47376230530937513,0.6619411246677239
12550,0.08493974921976527,0.00012800000000000002,0.4736965611080329,0.6623577027420203
12600,0.08479246037950118,0.00012800000000000002,0.4730102990567684,0.66119085936745
12650,0.08475775854537884,0.00012800000000000002,0.47282842827836674,0.6612318232357502
12700,0.08453286646554868,0.00012800000000000002,0.47193250476320586,0.6595543270309766
12750,0.0845178043047587,0.00012800000000000002,0.47160357861717545,0.6589826883375645
12800,0.08452134992430607,0.00012800000000000002,0.4714698013563951,0.6588686801890532
12850,0.08432761250063776,0.00012800000000000002,0.4708068036536376,0.6576123879651229
12900,0.08428108517080546,0.00012800000000000002,0.4704792839288712,0.6572855571905772
12950,0.08422572558497389,0.00012800000000000002,0.4703177196383476,0.6571863801181317
13000,0.08425612003232041,0.00012800000000000002,0.4703994538486004,0.6575921983420849
13050,0.0841743017025292,0.00012800000000000002,0.4701921880543232,0.6576159818470478
13100,0.08428562152261536,0.00012800000000000002,0.470374009937048,0.6584638595978419
13150,0.08443321879208088,0.00012800000000000002,0.4705631128251553,0.6589413872261842
13200,0.08462421721965074,0.00012800000000000002,0.4708719848593076,0.6596699728369713
13250,0.0847631088445584,0.00012800000000000002,0.4712192137936751,0.6604121193687121
13300,0.08486208812271555,0.00012800000000000002,0.47155128744244573,0.6614459669689338
13350,0.08486339244122307,0.00012800000000000002,0.4715698210696379,0.6617191515167554
13400,0.0849158202894032,0.00012800000000000002,0.47195775670806567,0.6627942115962505
13450,0.08503690403824052,0.00012800000000000002,0.47212003082036974,0.6632165907919407
13500,0.08523100670675436,0.00012800000000000002,0.4726003689666589,0.6646795099675655
13550,0.08528478635971745,0.00012800000000000002,0.47266223341226576,0.6646751828591029
13600,0.08532400240500768,0.00012800000000000002,0.4729436596532663,0.665690806388855
13650,0.08535151884829005,0.00012800000000000002,0.4729560543795427,0.6661841569542885
13700,0.08556305087233583,0.00012800000000000002,0.47362274449070296,0.6679675364295642
13750,0.08559973493466774,0.00012800000000000002,0.4738351611594359,0.6684553402165572
13800,0.08573240762328108,0.00012800000000000002,0.4740995935300986,0.6692171506385008
13850,0.08574125660707553,0.00012800000000000002,0.4741668123304844,0.6698288582464059
13900,0.08577005604033669,0.00012800000000000002,0.47412015853325523,0.6697345297137897
13950,0.08578807465235393,0.00012800000000000002,0.4742779856423537,0.6707870930631955
14000,0.08590523045510054,0.00012800000000000002,0.4745744747519493,0.6719345637659232
14050,0.08599636774261793,0.00012800000000000002,0.47484737340609234,0.6728162726263205
14100,0.08599468879153331,0.00012800000000000002,0.4747225415011247,0.6728924731711546
14150,0.08602741579214732,0.00012800000000000002,0.47477532850702603,0.6732652394274871
14200,0.08592741959542036,0.00012800000000000002,0.4745097261369228,0.6726264480650425
14250,0.08598348291094104,0.00012800000000000002,0.47466463295618694,0.6733896725376447
14300,0.08594923786694805,0.00012800000000000002,0.47447896328568456,0.6735212068557739
14350,0.08596264652286967,0.00012800000000000002,0.47433812961975735,0.6737972500224908
14400,0.0860252115453283,0.00012800000000000002,0.474581204811732,0.674511352131764
14450,0.08614009036496281,0.00012800000000000002,0.4748905306259791,0.6754102818866571
14500,0.08622524622951945,0.00012800000000000002,0.4750182052453359,0.6757871420880158
14550,0.08628850184256832,0.00012800000000000002,0.4752792850633462,0.6766640367905299
14600,0.08625010734672348,0.00012800000000000002,0.4751011787056923,0.6762626886963844
14650,0.08634666363149882,0.00012800000000000002,0.47553235869606336,0.6771700086196264
14700,0.08640529797971248,0.00012800000000000002,0.4754584904909134,0.6772909330725669
14750,0.08646323530375957,0.00012800000000000002,0.4756987408796946,0.6784267420470714
14800,0.08634620789811015,0.00012800000000000002,0.4754772897064686,0.6783233986993631
14850,0.08640410072480639,0.00012800000000000002,0.47536196184158325,0.6782899418274562
14900,0.08644044149046143,0.00012800000000000002,0.47535854986310005,0.6785760905047258
14950,0.08650561932846904,0.00012800000000000002,0.47545713489254315,0.6795552567740282
15000,0.08657749808455507,0.00010240000000000002,0.47555542969703674,0.6799515533745288
15050,0.0866992000627021,0.00010240000000000002,0.4758644168674946,0.6806011850039164
15100,0.08668925459434589,0.00010240000000000002,0.47573918001850446,0.6802035678724447
15150,0.0865608742746214,0.00010240000000000002,0.47523653456568715,0.679320580035448
15200,0.08636271830896536,0.00010240000000000002,0.4745697257220745,0.6776803380548954
15250,0.08632541537905733,0.00010240000000000002,0.47441756999492646,0.6773411186734836
15300,0.08618965604901314,0.00010240000000000002,0.4741594696044922,0.6766753785908223
15350,0.08614592206726472,0.00010240000000000002,0.4738200355668863,0.6763053359190623
15400,0.08605381590376297,0.00010240000000000002,0.4734779178500175,0.6759836758772532
15450,0.08593430030345917,0.00010240000000000002,0.4730254698693752,0.6751292253037294
15500,0.08586931749929984,0.00010240000000000002,0.472578080534935,0.674477985839049
15550,0.08582267355794708,0.00010240000000000002,0.4721892000933488,0.6737038801213105
15600,0.08584313988561432,0.00010240000000000002,0.4721839561661085,0.6744281166195869
15650,0.08587915715451042,0.00010240000000000002,0.47205771030982335,0.6745067501664161
15700,0.08603127047171195,0.00010240000000000002,0.47238102917869884,0.6754471924801667
15750,0.08604088643565774,0.00010240000000000002,0.47243900602062544,0.6762266320685546
15800,0.0859922365968426,0.00010240000000000002,0.4721592969795068,0.6758724959989388
15850,0.08602119814852874,0.00010240000000000002,0.47211233753959336,0.6761925662755967
15900,0.08608192676181595,0.00010240000000000002,0.4721524896025658,0.6767438079615434
15950,0.08620654882366459,0.00010240000000000002,0.47207379259665805,0.6767647917469343
16000,0.0863097758119305,0.00010240000000000002,0.4722331946293513,0.6773978424072266
16050,0.08638986432800691,0.00010240000000000002,0.47215039864182473,0.6772701155742009
16100,0.086314111225307,0.00010240000000000002,0.4718311943411827,0.676494054098924
16150,0.08640665274858475,0.00010240000000000002,0.47193727146585784,0.6770675850411256
16200,0.08622679744412502,0.00010240000000000002,0.471391955246528,0.6762036532759667
16250,0.08616976744184891,0.00010240000000000002,0.4710693984230359,0.6761198533475399
16300,0.08615148993829887,0.00010240000000000002,0.47076507956782976,0.675632737805446
16350,0.08618192404011886,0.00010240000000000002,0.470523259917895,0.6753397729098797
16400,0.08610496691614389,0.00010240000000000002,0.4699022229512533,0.673964949597915
16450,0.08600303802515069,0.00010240000000000002,0.4694722058773041,0.6730403420428435
16500,0.08585799230386813,0.00010240000000000002,0.46892255733410515,0.6718419983287652
16550,0.08582636364797751,0.00010240000000000002,0.4688557360569636,0.6720474698940913
16600,0.08580552571142713,0.00010240000000000002,0.4686459667980671,0.6716116475264231
16650,0.08568871016427874,0.00010240000000000002,0.46802464242776237,0.6702362382908662
16700,0.08540590154627958,0.00010240000000000002,0.4669050919810931,0.6679406043787798
16750,0.0853903119067351,0.00010240000000000002,0.4666159084737301,0.6674130322039127
16800,0.08545137276748817,0.00010240000000000002,0.4665178399781386,0.6670830413897832
16850,0.08540911582112312,0.00010240000000000002,0.4662347164551417,0.6664766583144665
16900,0.0855035562540094,0.00010240000000000002,0.4665742500225703,0.6673666310509045
16950,0.08555131397396326,0.00010240000000000002,0.46654604164759317,0.6669193339745204
17000,0.08538552143548926,0.00010240000000000002,0.46592811951041224,0.6653988922039668
17050,0.08522023818393548,0.00010240000000000002,0.4653454928795497,0.6642247934242089
17100,0.08527938458199302,0.00010240000000000002,0.46554351796706517,0.6646565822064876
17150,0.08528827872251471,0.00010240000000000002,0.46534286510944367,0.6643736249307791
17200,0.0853038098278145,0.00010240000000000002,0.46532631251215933,0.6649114179511865
17250,0.08529214202985168,0.00010240000000000002,0.46515662931402524,0.6650834727883339
17300,0.08531730833277107,0.00010240000000000002,0.4651526847481728,0.665299271196127
17350,0.08533370047186811,0.00010240000000000002,0.4651971937318643,0.6652265693942706
17400,0.0853207433844606,0.00010240000000000002,0.46507065976659456,0.6653725820581118
17450,0.08544036083295942,0.00010240000000000002,0.46527215842405956,0.6660355993409951
17500,0.08545185163120429,0.00010240000000000002,0.4650824621617794,0.665892293771108
17550,0.08551793649420142,0.00010240000000000002,0.4649359981417656,0.6655321843723456
17600,0.08554682793219884,0.00010240000000000002,0.4649515978395939,0.6657062837282817
17650,0.08548884311318397,0.00010240000000000002,0.4645167311032613,0.664881913870573
17700,0.08534435688207546,0.00010240000000000002,0.4641077855130037,0.6639347732861837
17750,0.08526772549251715,0.00010240000000000002,0.4635886498391628,0.6626477230290572
17800,0.0853687602840364,0.00010240000000000002,0.4636462737619877,0.6628202342092991
17850,0.08530727134396633,0.00010240000000000002,0.46355848394831023,0.6631786783536275
17900,0.08526751991113027,0.00010240000000000002,0.4634520813425382,0.6629821722408136
17950,0.0851871923096478,0.00010240000000000002,0.4632224317193031,0.6624439986944198
18000,0.08504090452939272,0.00010240000000000002,0.4628379133840402,0.661659207046032
18050,0.08503438325847189,0.00010240000000000002,0.46258095010121664,0.6616395399570465
18100,0.08497781931236387,0.00010240000000000002,0.46231597621242204,0.661524613271157
18150,0.08515574135507147,0.00010240000000000002,0.46286270132660867,0.6627317716181278
18200,0.08531554089859128,0.00010240000000000002,0.46319380034009616,0.6633747207125028
18250,0.0853369717883567,0.00010240000000000002,0.463090612868468,0.6632374630669753
18300,0.08532682407523196,0.00010240000000000002,0.4627631801068783,0.6624955646296342
18350,0.08540194458390275,0.00010240000000000002,0.4629391708076,0.6629047866066297
18400,0.08554469228784244,0.00010240000000000002,0.46302428857485456,0.662563690930605
18450,0.08575028307363391,0.00010240000000000002,0.46346210765838625,0.6638741483092307
18500,0.08566654000182947,0.00010240000000000002,0.46308627584576606,0.6629573437869549
18550,0.08574392247696717,0.00010240000000000002,0.46334628545244533,0.6637885391314824
18600,0.08590033303201199,0.00010240000000000002,0.46378611158331234,0.6642873522937298
18650,0.08589726127311588,0.00010240000000000002,0.46377034653226534,0.6639978609879812
18700,0.08589890322585901,0.00010240000000000002,0.46379191788037616,0.6642018855015437
18750,0.08598619158814351,0.00010240000000000002,0.46390676989158,0.6642452411154905
18800,0.0860658057567974,0.00010240000000000002,0.46409370426336927,0.6645693633655707
