episodes,timesteps,collision,success,success_rate
177,16316,False,True,0.4666666666666667
178,16434,False,True,0.4666666666666667
179,16572,False,True,0.48333333333333334
180,16785,False,True,0.48333333333333334
181,16800,True,False,0.48333333333333334
182,16939,False,True,0.5
183,16966,True,False,0.48333333333333334
184,17070,False,True,0.5
185,17149,True,False,0.5
186,17335,False,True,0.5166666666666667
187,17394,True,False,0.5
188,17532,False,True,0.5166666666666667
189,17728,False,True,0.5166666666666667
190,17844,False,True,0.5166666666666667
191,17890,True,False,0.5
192,17944,True,False,0.48333333333333334
193,17962,True,False,0.4666666666666667
194,18116,False,True,0.48333333333333334
195,18330,False,True,0.48333333333333334
196,18433,True,False,0.48333333333333334
197,18571,False,True,0.48333333333333334
199,18680,False,True,0.5
200,18818,False,True,0.5166666666666667
201,19021,False,True,0.5166666666666667
202,19125,False,True,0.5333333333333333
203,19283,False,True,0.55
204,19482,False,True,0.5666666666666667
205,19586,False,True,0.5833333333333334
206,19631,True,False,0.5666666666666667
207,19833,False,True,0.5833333333333334
208,19952,False,True,0.6
209,20091,False,True,0.6166666666666667
210,20130,True,False,0.6
211,20246,False,True,0.6
212,20294,True,False,0.6
213,20336,True,False,0.6
214,20354,True,False,0.6
215,20399,True,False,0.5833333333333334
216,20439,True,False,0.5666666666666667
217,20457,True,False,0.55
218,20595,False,True,0.5666666666666667
219,20790,False,True,0.5833333333333334
220,20808,True,False,0.5666666666666667
221,20946,False,True,0.5833333333333334
223,20968,True,False,0.5666666666666667
224,21106,False,True,0.5666666666666667
225,21269,True,False,0.5666666666666667
226,21310,True,False,0.55
227,21448,False,True,0.5666666666666667
228,21583,True,False,0.5666666666666667
229,21701,False,True,0.5666666666666667
230,21761,True,False,0.55
231,21954,False,True,0.55
232,22070,True,False,0.5333333333333333
233,22151,True,False,0.5333333333333333
234,22167,True,False,0.5166666666666667
235,22331,False,True,0.5333333333333333
236,22469,False,True,0.55
237,22524,True,False,0.55
238,22643,False,True,0.5666666666666667
239,22781,False,True,0.5666666666666667
240,22837,True,False,0.55
241,22946,False,True,0.55
242,23009,True,False,0.5333333333333333
243,23049,True,False,0.5333333333333333
244,23140,True,False,0.5166666666666667
245,23193,True,False,0.5166666666666667
246,23296,True,False,0.5
247,23412,False,True,0.5166666666666667
248,23457,True,False,0.5
249,23467,True,False,0.5
250,23483,True,False,0.48333333333333334
251,23617,False,True,0.48333333333333334
253,23759,True,False,0.4666666666666667
254,23921,False,True,0.48333333333333334
255,23945,True,False,0.48333333333333334
256,23963,True,False,0.48333333333333334
257,24101,False,True,0.48333333333333334
258,24155,True,False,0.4666666666666667
259,24395,True,False,0.4666666666666667
260,24530,False,True,0.4666666666666667
261,24701,False,True,0.4666666666666667
262,24831,False,True,0.4666666666666667
263,24876,True,False,0.45
264,24916,True,False,0.43333333333333335
265,25032,False,True,0.43333333333333335
266,25178,False,True,0.43333333333333335
267,25278,True,False,0.4166666666666667
268,25397,False,True,0.43333333333333335
269,25543,False,True,0.43333333333333335
270,25680,True,False,0.4166666666666667
271,25699,True,False,0.4
272,25837,False,True,0.4166666666666667
273,26026,False,True,0.4166666666666667
274,26035,True,False,0.4166666666666667
275,26110,True,False,0.4166666666666667
276,26306,False,True,0.43333333333333335
277,26410,False,True,0.45
278,26510,True,False,0.45
279,26567,True,False,0.45
280,26686,False,True,0.45
281,26742,True,False,0.43333333333333335
282,26766,True,False,0.43333333333333335
283,26913,False,True,0.43333333333333335
284,27055,False,True,0.45
285,27221,True,False,0.43333333333333335
286,27339,False,True,0.45
287,27477,False,True,0.4666666666666667
288,27519,True,False,0.45
289,27623,False,True,0.4666666666666667
290,27758,False,True,0.4666666666666667
291,27845,True,False,0.4666666666666667
292,27960,True,False,0.45
293,28098,False,True,0.4666666666666667
294,28269,False,True,0.48333333333333334
295,28373,False,True,0.5
296,28515,False,True,0.5
297,28525,True,False,0.48333333333333334
298,28676,False,True,0.5
299,28807,False,True,0.5
300,29005,False,True,0.5
301,29138,False,True,0.5166666666666667
302,29277,False,True,0.5166666666666667
303,29448,False,True,0.5333333333333333
304,29464,True,False,0.5333333333333333
305,29602,False,True,0.55
306,29643,True,False,0.55
307,29747,False,True,0.5666666666666667
308,29885,False,True,0.5666666666666667
310,29994,False,True,0.5833333333333334
311,30039,True,False,0.5833333333333334
312,30080,True,False,0.5833333333333334
313,30200,False,True,0.5833333333333334
314,30349,False,True,0.6
315,30454,True,False,0.5833333333333334
316,30636,False,True,0.6
317,30778,False,True,0.6166666666666667
318,30818,True,False,0.6
319,30934,False,True,0.6166666666666667
320,31072,False,True,0.6333333333333333
321,31235,True,False,0.6166666666666667
322,31300,False,True,0.6166666666666667
323,31439,False,True,0.6166666666666667
324,31511,True,False,0.6166666666666667
325,31631,False,True,0.6333333333333333
326,31769,False,True,0.6333333333333333
327,31899,True,False,0.6166666666666667
328,32033,False,True,0.6333333333333333
329,32181,False,True,0.6333333333333333
330,32351,False,True,0.6333333333333333
331,32470,False,True,0.65
332,32608,False,True,0.6666666666666666
334,32747,False,True,0.6666666666666666
335,32881,False,True,0.6666666666666666
336,32950,True,False,0.6666666666666666
337,33068,False,True,0.6833333333333333
338,33141,True,False,0.6666666666666666
339,33329,False,True,0.6666666666666666
340,33477,False,True,0.6833333333333333
341,33615,False,True,0.7
342,33656,True,False,0.6833333333333333
343,33776,False,True,0.7
344,33828,True,False,0.7
345,33928,True,False,0.6833333333333333
346,34015,False,True,0.6833333333333333
347,34153,False,True,0.7
348,34192,True,False,0.6833333333333333
349,34991,False,False,0.6666666666666666
350,35042,True,False,0.6666666666666666
351,35219,False,True,0.6666666666666666
352,35339,False,True,0.6666666666666666
353,35477,False,True,0.6833333333333333
354,35615,True,False,0.6833333333333333
355,35633,True,False,0.6666666666666666
356,35773,False,True,0.6666666666666666
357,35965,False,True,0.6666666666666666
358,36077,False,True,0.6666666666666666
359,36206,False,True,0.6833333333333333
360,36398,False,True,0.6833333333333333
361,36502,False,True,0.6833333333333333
362,36547,True,False,0.6666666666666666
363,36712,False,True,0.6666666666666666
364,36769,True,False,0.65
365,36843,True,False,0.6333333333333333
366,37042,False,True,0.65
367,37158,False,True,0.65
368,37304,False,True,0.6666666666666666
369,37359,True,False,0.65
370,37494,False,True,0.65
371,37632,False,True,0.65
372,37773,False,True,0.6666666666666666
373,37918,False,True,0.6833333333333333
374,38056,False,True,0.6833333333333333
375,38095,True,False,0.6666666666666666
376,38211,False,True,0.6833333333333333
377,38357,False,True,0.6833333333333333
378,38546,False,True,0.6833333333333333
379,38698,False,True,0.7
380,38833,False,True,0.7
381,38912,True,False,0.6833333333333333
382,39029,True,False,0.6833333333333333
383,39159,False,True,0.6833333333333333
384,39303,False,True,0.6833333333333333
385,39397,False,True,0.7
386,39536,False,True,0.7
387,39722,False,True,0.7
388,39826,False,True,0.7166666666666667
389,39968,False,True,0.7166666666666667
390,40133,False,True,0.7166666666666667
391,40242,False,True,0.7166666666666667
392,40388,False,True,0.7166666666666667
393,40412,True,False,0.7
394,40516,False,True,0.7
395,40562,True,False,0.6833333333333333
396,40572,True,False,0.6833333333333333
398,40716,False,True,0.6833333333333333
399,40925,False,True,0.7
400,41043,False,True,0.7
401,41214,False,True,0.7
402,41285,True,False,0.6833333333333333
403,41339,True,False,0.6833333333333333
404,41487,False,True,0.6833333333333333
405,41630,False,True,0.7
406,41671,True,False,0.7
407,41809,False,True,0.7
408,42002,False,True,0.7
409,42113,False,True,0.7166666666666667
410,42186,True,False,0.7166666666666667
411,42240,True,False,0.7166666666666667
412,42467,False,True,0.7166666666666667
413,42624,False,True,0.7166666666666667
414,42816,False,True,0.7166666666666667
415,42880,True,False,0.7166666666666667
416,43018,False,True,0.7333333333333333
417,43194,False,True,0.7333333333333333
418,43993,False,False,0.7166666666666667
419,44131,False,True,0.7166666666666667
420,44246,True,False,0.7
421,44357,False,True,0.7
422,44495,False,True,0.7
423,44666,False,True,0.7166666666666667
425,44809,False,True,0.7166666666666667
426,44992,False,True,0.7333333333333333
427,45125,False,True,0.75
428,45263,False,True,0.75
429,45448,False,True,0.75
430,45570,False,True,0.75
431,45708,False,True,0.7666666666666667
432,45765,True,False,0.75
433,45894,False,True,0.75
434,46036,False,True,0.75
436,46143,False,True,0.75
437,46282,False,True,0.75
438,46452,False,True,0.7666666666666667
439,46561,False,True,0.7666666666666667
440,46695,False,True,0.7666666666666667
441,46843,False,True,0.7666666666666667
442,46965,False,True,0.7666666666666667
443,47104,False,True,0.7666666666666667
444,47158,True,False,0.7666666666666667
445,47262,False,True,0.7833333333333333
446,47340,True,False,0.7666666666666667
448,47437,False,True,0.7666666666666667
449,47575,False,True,0.7666666666666667
450,47725,False,True,0.7666666666666667
451,47908,False,True,0.7666666666666667
452,48046,False,True,0.7666666666666667
453,48225,False,True,0.7666666666666667
454,48359,False,True,0.7666666666666667
455,48505,False,True,0.7666666666666667
456,48625,True,False,0.75
457,48743,False,True,0.7666666666666667
458,48889,False,True,0.7666666666666667
459,49043,False,True,0.7833333333333333
461,49194,False,True,0.8
462,49368,False,True,0.8
463,49376,True,False,0.7833333333333333
464,49514,False,True,0.7833333333333333
465,49706,False,True,0.7833333333333333
466,49822,False,True,0.8
467,49893,True,False,0.8
468,50063,False,True,0.8
469,50167,False,True,0.8
470,50319,False,True,0.8166666666666667
471,50466,False,True,0.8166666666666667
472,50570,False,True,0.8166666666666667
473,50708,False,True,0.8166666666666667
475,50816,False,True,0.8333333333333334
476,50954,False,True,0.85
478,51033,True,False,0.8333333333333334
479,51171,False,True,0.8333333333333334
480,51348,False,True,0.8333333333333334
481,51464,False,True,0.85
482,51600,False,True,0.85
483,51745,False,True,0.85
484,51879,False,True,0.8666666666666667
485,52025,False,True,0.8666666666666667
486,52198,False,True,0.8833333333333333
487,52302,False,True,0.8833333333333333
488,52436,False,True,0.8833333333333333
489,52536,True,False,0.8666666666666667
490,52625,False,True,0.8666666666666667
491,52771,False,True,0.8666666666666667
492,52949,False,True,0.8666666666666667
493,53082,False,True,0.8666666666666667
494,53220,False,True,0.8666666666666667
495,53392,False,True,0.8666666666666667
496,53398,True,False,0.85
497,53544,False,True,0.8666666666666667
498,53696,False,True,0.8666666666666667
499,53703,True,False,0.85
500,53845,False,True,0.85
501,53986,False,True,0.85
502,53992,True,False,0.8333333333333334
503,54045,True,False,0.8166666666666667
504,54199,False,True,0.8166666666666667
505,54336,False,True,0.8166666666666667
506,54474,False,True,0.8166666666666667
507,54624,False,True,0.8166666666666667
508,54755,False,True,0.8333333333333334
509,54907,False,True,0.8333333333333334
510,55072,False,True,0.85
511,55207,False,True,0.85
512,55353,False,True,0.85
513,55562,False,True,0.85
514,55680,False,True,0.85
515,55818,False,True,0.85
516,55973,False,True,0.85
517,56772,False,False,0.8333333333333334
518,56910,False,True,0.8333333333333334
519,57087,False,True,0.85
520,57191,False,True,0.85
521,57329,False,True,0.85
522,57496,False,True,0.85
523,57600,False,True,0.85
524,57753,False,True,0.85
525,57926,False,True,0.8666666666666667
526,58035,False,True,0.8666666666666667
527,58181,False,True,0.8666666666666667
528,58358,False,True,0.8666666666666667
529,58539,False,True,0.8833333333333333
530,58674,False,True,0.8833333333333333
531,58854,False,True,0.8833333333333333
532,58972,False,True,0.8833333333333333
533,59107,False,True,0.8833333333333333
534,59276,False,True,0.8833333333333333
535,59560,False,True,0.8833333333333333
536,59699,False,True,0.8833333333333333
537,59876,False,True,0.8833333333333333
538,59995,False,True,0.9
539,60141,False,True,0.9
540,60319,False,True,0.9
541,60439,False,True,0.9
542,60577,False,True,0.9
543,60741,False,True,0.9
544,60845,False,True,0.9
545,60984,False,True,0.9
546,61138,False,True,0.9
547,61247,False,True,0.9
548,61385,False,True,0.9
549,61535,False,True,0.9166666666666666
550,61651,False,True,0.9166666666666666
551,61789,False,True,0.9166666666666666
552,61960,False,True,0.9166666666666666
553,62095,False,True,0.9166666666666666
554,62229,False,True,0.9166666666666666
556,62353,False,True,0.9166666666666666
557,62499,False,True,0.9333333333333333
558,62638,False,True,0.9333333333333333
559,62761,False,True,0.9333333333333333
560,62891,False,True,0.95
562,62956,True,False,0.9333333333333333
563,63102,False,True,0.9333333333333333
564,63245,False,True,0.95
565,63379,False,True,0.9666666666666667
566,63513,False,True,0.9666666666666667
568,63637,False,True,0.9666666666666667
569,63783,False,True,0.9666666666666667
570,63952,False,True,0.9666666666666667
571,64102,False,True,0.9666666666666667
572,64241,False,True,0.9666666666666667
573,64395,False,True,0.9666666666666667
574,64499,False,True,0.9666666666666667
575,64640,False,True,0.9666666666666667
576,64664,True,False,0.95
577,64782,False,True,0.95
578,64928,False,True,0.95
579,65108,False,True,0.95
580,65226,False,True,0.9666666666666667
581,65372,False,True,0.9666666666666667
582,65535,False,True,0.9666666666666667
583,65639,False,True,0.9666666666666667
584,65779,False,True,0.9666666666666667
585,65957,False,True,0.9666666666666667
586,65982,True,False,0.95
587,66130,False,True,0.95
588,66295,False,True,0.95
589,66399,False,True,0.95
590,66537,False,True,0.95
592,66658,False,True,0.95
593,66703,True,False,0.9333333333333333
594,66870,False,True,0.9333333333333333
595,66986,False,True,0.9333333333333333
596,67124,False,True,0.9333333333333333
597,67271,False,True,0.9333333333333333
598,67375,False,True,0.9333333333333333
599,67513,False,True,0.9333333333333333
600,67554,True,False,0.9166666666666666
601,67645,True,False,0.9
602,67785,False,True,0.9
603,67937,False,True,0.9
604,68071,False,True,0.9
605,68210,False,True,0.9
606,68390,False,True,0.9
607,68510,False,True,0.9
608,68641,False,True,0.9
609,68838,False,True,0.9
610,68856,True,False,0.8833333333333333
611,68909,True,False,0.8666666666666667
612,69056,False,True,0.8666666666666667
613,69200,False,True,0.8666666666666667
614,69361,False,True,0.8666666666666667
615,69538,False,True,0.8666666666666667
616,69642,False,True,0.8666666666666667
617,69787,False,True,0.8666666666666667
618,69856,True,False,0.85
619,69972,False,True,0.85
620,70143,False,True,0.85
621,70311,False,True,0.85
622,70329,True,False,0.8333333333333334
623,70467,False,True,0.8333333333333334
624,70521,True,False,0.8333333333333334
625,71320,False,False,0.8166666666666667
626,71372,True,False,0.8
627,71548,False,True,0.8
628,71666,True,False,0.7833333333333333
629,71805,False,True,0.7833333333333333
630,71977,False,True,0.7833333333333333
631,72081,False,True,0.7833333333333333
632,72212,False,True,0.7833333333333333
633,72381,False,True,0.7833333333333333
634,72665,False,True,0.7833333333333333
635,72717,True,False,0.7666666666666667
636,72884,False,True,0.7666666666666667
637,73000,False,True,0.7833333333333333
638,73146,False,True,0.7833333333333333
639,73324,False,True,0.7833333333333333
640,73490,False,True,0.7833333333333333
641,73541,True,False,0.7666666666666667
642,73688,False,True,0.7666666666666667
643,73810,False,True,0.7666666666666667
644,73949,False,True,0.7666666666666667
645,74103,False,True,0.7666666666666667
646,74219,False,True,0.7666666666666667
647,74357,False,True,0.7833333333333333
648,74520,False,True,0.7833333333333333
649,74624,False,True,0.7833333333333333
650,74770,False,True,0.7833333333333333
651,74786,True,False,0.7666666666666667
652,74903,False,True,0.7666666666666667
653,74956,True,False,0.7666666666666667
654,75000,True,False,0.75
655,75018,True,False,0.7333333333333333
656,75164,False,True,0.7333333333333333
657,75317,False,True,0.7333333333333333
658,75426,False,True,0.7333333333333333
659,75564,False,True,0.7333333333333333
660,75592,True,False,0.7333333333333333
661,75755,False,True,0.75
662,75898,False,True,0.75
663,76052,False,True,0.75
664,76203,True,False,0.7333333333333333
665,76256,True,False,0.7166666666666667
666,76425,False,True,0.7166666666666667
667,76563,False,True,0.7166666666666667
668,76702,False,True,0.7166666666666667
669,76893,False,True,0.7166666666666667
670,77023,False,True,0.7333333333333333
671,77161,False,True,0.75
672,77333,False,True,0.75
673,77437,False,True,0.75
674,77489,True,False,0.7333333333333333
675,77673,False,True,0.7333333333333333
676,77793,False,False,0.7166666666666667
677,77933,False,True,0.7166666666666667
678,78080,False,True,0.7333333333333333
679,78199,False,True,0.7333333333333333
680,78345,False,True,0.7333333333333333
681,78514,False,True,0.7333333333333333
682,78636,False,True,0.75
683,78801,False,True,0.75
684,78974,False,True,0.7666666666666667
685,79078,False,True,0.7833333333333333
686,79216,False,True,0.8
687,79394,False,True,0.8
688,79510,False,True,0.8166666666666667
689,79679,False,True,0.8166666666666667
690,79831,False,True,0.8166666666666667
691,79993,False,True,0.8166666666666667
692,80146,False,True,0.8166666666666667
693,80320,False,True,0.8166666666666667
694,80377,True,False,0.8
695,80515,False,True,0.8166666666666667
696,80599,True,False,0.8
697,80791,False,True,0.8
698,80939,False,True,0.8
699,81110,False,True,0.8
700,81229,False,True,0.8
701,81360,False,True,0.8166666666666667
702,81529,False,True,0.8166666666666667
703,81662,False,True,0.8166666666666667
704,81715,True,False,0.8
705,81886,False,True,0.8
706,81995,False,True,0.8
707,82133,False,True,0.8
708,82312,False,True,0.8
709,82449,False,True,0.8
710,82587,False,True,0.8
711,82766,False,True,0.8166666666666667
712,82867,False,True,0.8166666666666667
713,83009,False,True,0.8333333333333334
715,83032,True,False,0.8333333333333334
716,83170,False,True,0.85
717,83326,False,True,0.85
718,83491,True,False,0.8333333333333334
719,83629,False,True,0.8333333333333334
720,83796,False,True,0.8333333333333334
721,83978,False,True,0.85
722,84116,False,True,0.85
723,84289,False,True,0.85
724,84405,False,True,0.85
725,84489,True,False,0.85
726,84642,False,True,0.8666666666666667
727,84746,False,True,0.8666666666666667
728,84884,False,True,0.8666666666666667
729,84969,True,False,0.85
730,85106,False,False,0.8333333333333334
731,85158,True,False,0.8166666666666667
732,85333,False,True,0.8166666666666667
733,85437,False,True,0.8166666666666667
734,85587,False,True,0.8166666666666667
735,85738,False,True,0.8333333333333334
736,85918,False,True,0.8333333333333334
737,86056,False,True,0.85
738,86221,False,True,0.85
739,86370,False,True,0.85
740,86513,False,True,0.85
741,86669,False,True,0.85
742,86778,False,True,0.85
743,86922,False,True,0.85
744,87075,False,True,0.85
745,87208,False,True,0.85
746,87346,False,True,0.85
747,87515,False,True,0.85
748,87619,False,True,0.85
749,87757,False,True,0.85
750,87932,False,True,0.85
751,88052,False,True,0.85
752,88199,False,True,0.85
754,88323,False,True,0.85
755,88461,False,False,0.8333333333333334
756,88607,False,True,0.85
757,88743,False,True,0.85
758,88881,False,True,0.8666666666666667
759,89027,False,True,0.8666666666666667
760,89146,False,True,0.8666666666666667
761,89290,False,True,0.8666666666666667
762,89479,False,True,0.8666666666666667
763,89595,False,True,0.8666666666666667
764,89733,False,True,0.8666666666666667
765,89909,False,True,0.8666666666666667
766,90025,True,False,0.8666666666666667
767,90163,False,True,0.8666666666666667
768,90329,False,True,0.8666666666666667
769,90584,False,True,0.8666666666666667
770,90650,True,False,0.85
771,90811,False,True,0.85
772,90818,True,False,0.8333333333333334
773,90964,False,True,0.8333333333333334
774,91141,False,True,0.8333333333333334
775,91245,False,True,0.8333333333333334
776,91378,False,True,0.85
777,91547,False,True,0.85
778,91698,False,True,0.85
779,91836,False,True,0.8666666666666667
780,91985,False,True,0.8666666666666667
781,92089,False,True,0.8666666666666667
782,92189,True,False,0.85
783,92370,False,True,0.85
784,92472,False,True,0.85
785,92606,False,True,0.85
787,92719,False,True,0.8666666666666667
788,92858,False,True,0.8666666666666667
789,92980,True,False,0.85
790,93096,False,True,0.85
791,93239,False,True,0.8666666666666667
792,93386,False,True,0.8833333333333333
793,93505,False,True,0.9
794,93651,False,True,0.9
795,93813,False,True,0.9
796,93844,True,False,0.8833333333333333
797,93997,False,True,0.8833333333333333
798,94162,False,True,0.8833333333333333
799,94286,False,True,0.8833333333333333
800,94424,False,True,0.8833333333333333
801,94601,False,True,0.8833333333333333
802,94705,False,True,0.8833333333333333
803,94847,False,True,0.8833333333333333
804,95022,False,True,0.8833333333333333
805,95143,False,True,0.8833333333333333
806,95204,True,False,0.8666666666666667
807,95376,False,True,0.8666666666666667
808,95511,False,True,0.8666666666666667
809,95658,False,True,0.8666666666666667
810,95805,False,True,0.8666666666666667
811,95954,False,True,0.8666666666666667
812,96096,False,True,0.8666666666666667
813,96268,False,True,0.8666666666666667
814,96386,False,True,0.8666666666666667
815,96527,False,True,0.8666666666666667
816,96697,False,True,0.8833333333333333
817,96831,False,True,0.8833333333333333
818,96986,False,True,0.8833333333333333
819,97137,False,True,0.8833333333333333
820,97267,False,True,0.8833333333333333
821,97413,False,True,0.8833333333333333
822,97569,False,True,0.8833333333333333
823,97685,False,True,0.8833333333333333
824,97824,False,True,0.8833333333333333
825,97988,False,True,0.8833333333333333
827,98130,False,True,0.8833333333333333
828,98307,False,True,0.9
829,98411,False,True,0.9
830,98549,False,True,0.9
831,98708,False,True,0.9
832,98824,False,True,0.9166666666666666
833,98963,False,True,0.9166666666666666
834,99131,False,True,0.9333333333333333
835,99196,False,True,0.9333333333333333
836,99334,False,True,0.9333333333333333
837,99481,False,True,0.9333333333333333
838,99590,False,True,0.9333333333333333
839,99727,False,False,0.9166666666666666
841,99749,True,False,0.9
842,99888,False,True,0.9
843,100056,False,True,0.9
844,100165,False,True,0.9
845,100311,False,True,0.9166666666666666
846,100465,False,True,0.9166666666666666
847,100569,False,True,0.9166666666666666
848,100707,False,True,0.9166666666666666
849,100854,False,True,0.9166666666666666
850,100965,False,True,0.9166666666666666
851,101104,False,True,0.9333333333333333
852,101279,False,True,0.9333333333333333
853,101402,False,True,0.9333333333333333
854,101548,False,True,0.9333333333333333
855,101722,False,True,0.9333333333333333
856,101831,False,True,0.9333333333333333
857,101977,False,True,0.9333333333333333
858,102128,False,True,0.95
859,102244,False,True,0.95
860,102296,True,False,0.9333333333333333
861,102450,False,True,0.9333333333333333
862,102584,False,True,0.9333333333333333
863,102724,False,True,0.9333333333333333
865,102837,False,True,0.9333333333333333
866,102975,False,True,0.9333333333333333
867,103133,False,True,0.9333333333333333
868,103244,False,True,0.9333333333333333
869,103382,False,True,0.95
870,103526,False,True,0.95
871,103630,False,True,0.95
872,103772,False,True,0.95
873,103949,False,True,0.95
874,104074,False,True,0.95
875,104208,False,True,0.95
876,104366,False,True,0.95
877,104470,False,True,0.95
878,104608,False,True,0.95
879,104770,False,True,0.95
880,104874,False,True,0.95
881,105013,False,True,0.95
882,105182,False,True,0.95
