steps,loss,lr,ADE,FDE
5450,0.1323798149774472,0.00016,0.6421454465587934,0.9145611122747263
5500,0.13178772269686062,0.00016,0.6398125051856041,0.9107230831583341
5550,0.13126349814236163,0.00016,0.6381758967538674,0.9090158525109291
5600,0.1307919616078337,0.00016,0.6365469288726647,0.9060833681424458
5650,0.13013715166350207,0.00016,0.6343467055062453,0.9028891347249349
5700,0.1295925268282493,0.00016,0.6324919811983903,0.9002761841416359
5750,0.12898129999885957,0.00016,0.6307484768430391,0.8973998436331749
5800,0.12871465107053517,0.00016,0.6297580660482248,0.8960427669684092
5850,0.12817028289288282,0.00016,0.628097803970178,0.8937800602912903
5900,0.1275583754281203,0.00016,0.6261574081778526,0.890868915617466
5950,0.12712347356726725,0.00016,0.6247240324715774,0.8888536207477251
6000,0.12654299506545066,0.00016,0.6228942573269208,0.8863575165271759
6050,0.12604420684526363,0.00016,0.6211519488493602,0.8838011581500371
6100,0.1254337362125516,0.00016,0.6190677812596163,0.8811166835427284
6150,0.12495762497435013,0.00016,0.617549644390742,0.8797565679152807
6200,0.12452079434941213,0.00016,0.6159072103003661,0.8778609392444293
6250,0.12416320968667666,0.00016,0.6147450740238031,0.8763618439932664
6300,0.12403705081840356,0.00016,0.6142838984231154,0.8762240355312825
6350,0.12385567180812358,0.00016,0.6136138347685337,0.8757164619664352
6400,0.1236677949676911,0.00016,0.6128363486627738,0.8749148748020331
6450,0.12324133757998545,0.00016,0.6113872243364652,0.8728202542165915
6500,0.12299063728253047,0.00016,0.6105553906460603,0.8727854252159596
6550,0.12288217665006718,0.00016,0.6100436110297839,0.8726794666945934
6600,0.1227735611597697,0.00016,0.6094012208382289,0.8721674386163553
6650,0.12271606586376826,0.00016,0.6090054115454356,0.8726323459645112
6700,0.12268213251481454,0.00016,0.6087054815391699,0.8726813343862693
6750,0.1227246289178729,0.00016,0.6084074723124504,0.8723204812109471
6800,0.12271841069062552,0.00016,0.608143972804149,0.8726597684323788
6850,0.12260191044211388,0.00016,0.6075719712078571,0.8717759937743346
6900,0.1222433057402571,0.00016,0.6061329850057761,0.8694361904164155
6950,0.12191995889196794,0.00016,0.60505498868227,0.8681811512013277
7000,0.12193443378061056,0.00016,0.604883782962958,0.8686657027701536
7050,0.12190823688358068,0.00016,0.604575688958168,0.8685864733556906
7100,0.12190997396285336,0.00016,0.6043578419685364,0.8690767195820809
7150,0.12178539784625173,0.00016,0.6038353851338227,0.8684373693068822
7200,0.12169991316522161,0.00016,0.6035081783731778,0.8684245270192623
7250,0.12153796711936593,0.00016,0.6028923094073931,0.8679972382287184
7300,0.1213286246843636,0.00016,0.6022058571279049,0.8667865014970303
7350,0.1211931717855235,0.00016,0.6013724407156309,0.8659448248048623
7400,0.12102976124361157,0.00016,0.6006603145500025,0.8649884483615558
7450,0.12075929532075921,0.00016,0.5996352093219757,0.8637395067214966
7500,0.12037534467875957,0.00016,0.5981079091032346,0.8609634254475435
7550,0.11996844940384228,0.00016,0.5968958406647047,0.8586162146627903
7600,0.11935236650208632,0.00016,0.5948876957098643,0.8554506441652775
7650,0.118974271128575,0.00016,0.593559034238259,0.8534156183302403
7700,0.11868359099080165,0.00016,0.5924161689579487,0.8514604081412156
7750,0.11856528613716363,0.00016,0.5919139712552229,0.8508815421660741
7800,0.11859516117721797,0.00016,0.5917738785843054,0.8511575938264528
7850,0.11820767934123676,0.00016,0.5904696432550748,0.8488815815945466
7900,0.11789840354770421,0.00016,0.5895882012148698,0.8477317382792632
7950,0.1174911080126961,0.00016,0.5880734001100063,0.8451080974241097
8000,0.11714530126502117,0.00016,0.5867469298144181,0.843005473981301
8050,0.11697836746275425,0.00016,0.58622058147192,0.8424024612804254
8100,0.11694264050821464,0.00016,0.5859837027688821,0.8423207014501095
8150,0.11687522929285964,0.00016,0.5856779028276602,0.8417468180159727
8200,0.11678883083785574,0.00016,0.5852231947779656,0.8408149160742759
8250,0.11676454082131386,0.00016,0.5849371822675069,0.8406897919178009
8300,0.11653221117953459,0.00016,0.584262009203434,0.8395846887429556
8350,0.11648691313092907,0.00016,0.583905450830857,0.8391933372418086
8400,0.11627472247059147,0.00016,0.5832002176940441,0.8379626742998759
8450,0.1162060681792597,0.00016,0.5827592652837436,0.8372974381446838
8500,0.11610850896562139,0.00016,0.5826355023483435,0.8378386476536592
8550,0.11599566324427724,0.00016,0.5821725809375445,0.8369078247249127
8600,0.11587039363260071,0.00016,0.5817412823140621,0.8365390308797359
8650,0.11572108284632365,0.00016,0.5813573108216127,0.8360105459590753
8700,0.11549370877941449,0.00016,0.5803907634019851,0.8339567908445994
8750,0.11528046130264799,0.00016,0.579465715577205,0.8326310636103154
8800,0.11511889194324612,0.00016,0.5787906463344892,0.8313357972204686
